transfer_id,year,date,season,transfer_window,player_name,position,age,from_club,from_league,from_country,to_club,to_league,to_country,fee_eur_m,is_free_transfer,is_loan,is_intra_league,is_intra_country
T000165,2010,2010-08-02,2010-2011,summer,Patrick Pogba,CB,28,Al-Hilal,Saudi_Pro_League,SAU,AS Monaco,Ligue_1,FRA,15.6,0,0,0,0
T000166,2010,2010-07-08,2010-2011,summer,Hans Lopez,RB,29,Valencia,La_Liga,ESP,Galatasaray,Super_Lig,TUR,11.8,0,0,0,0
T000167,2010,2010-07-06,2010-2011,summer,Ritsu Sarr,CB,24,Everton,Premier_League,ENG,LAFC,MLS,USA,1.7,0,1,0,0
T000168,2010,2010-01-13,2009-2010,winter,Jorge Pogba,LW,22,Olympique Lyonnais,Ligue_1,FRA,Inter Milan,Serie_A,ITA,0.1,0,1,0,0
T000169,2010,2010-08-26,2010-2011,summer,Oliver Jones,LB,22,AS Monaco,Ligue_1,FRA,Napoli,Serie_A,ITA,3.9,0,0,0,0
T000170,2010,2010-01-01,2009-2010,winter,Liam Silva,CM,20,LAFC,MLS,USA,Atalanta,Serie_A,ITA,10.6,0,0,0,0
T000171,2010,2010-08-25,2010-2011,summer,Liam Schneider,CM,23,Bayer Leverkusen,Bundesliga,GER,Everton,Premier_League,ENG,2.9,0,1,0,0
T000172,2010,2010-08-12,2010-2011,summer,Noah Oliveira,LB,21,Chelsea,Premier_League,ENG,Liverpool,Premier_League,ENG,10.5,0,0,1,1
T000173,2010,2010-08-02,2010-2011,summer,Andreas Pogba,LB,21,Fiorentina,Serie_A,ITA,Galatasaray,Super_Lig,TUR,13.2,0,0,0,0
T000174,2010,2010-07-20,2010-2011,summer,Oscar Tanaka,LB,22,West Ham,Premier_League,ENG,Atalanta,Serie_A,ITA,3.9,0,0,0,0
T000175,2010,2010-08-08,2010-2011,summer,Tobias Taylor,GK,21,Everton,Premier_League,ENG,Al-Hilal,Saudi_Pro_League,SAU,0.0,1,0,0,0
T000176,2010,2010-07-27,2010-2011,summer,Felix Nilsson,CM,30,West Ham,Premier_League,ENG,RB Leipzig,Bundesliga,GER,8.3,0,0,0,0
T000177,2010,2010-01-10,2009-2010,winter,Rafael Hernandez,CB,27,Eintracht Frankfurt,Bundesliga,GER,Valencia,La_Liga,ESP,5.5,0,0,0,0
T000178,2010,2010-08-26,2010-2011,summer,Gunther Davies,CB,24,West Ham,Premier_League,ENG,Newcastle United,Premier_League,ENG,0.5,0,1,1,1
T000179,2010,2010-08-24,2010-2011,summer,Daichi Eriksson,CM,27,Sevilla,La_Liga,ESP,Atalanta,Serie_A,ITA,7.7,0,0,0,0
T000180,2010,2010-07-21,2010-2011,summer,Oliver Bauer,RB,31,Fiorentina,Serie_A,ITA,Fenerbahce,Super_Lig,TUR,10.3,0,0,0,0
T000181,2010,2010-07-21,2010-2011,summer,Tobias Mbappe,CM,25,Lazio,Serie_A,ITA,Feyenoord,Eredivisie,NED,0.0,1,1,0,0
T000182,2010,2010-07-10,2010-2011,summer,Pablo Martinez,LW,26,Atletico Madrid,La_Liga,ESP,AC Milan,Serie_A,ITA,1.0,0,0,0,0
T000183,2010,2010-07-12,2010-2011,summer,Ivan Rodriguez,LW,23,Ajax,Eredivisie,NED,Liverpool,Premier_League,ENG,8.2,0,0,0,0
T000184,2010,2010-02-04,2009-2010,winter,Quinn Garcia,LW,26,Napoli,Serie_A,ITA,Porto,Liga_Portugal,POR,8.1,0,0,0,0
T000185,2010,2010-08-24,2010-2011,summer,Ivan Diallo,RW,21,Tottenham,Premier_League,ENG,Al-Hilal,Saudi_Pro_League,SAU,0.0,1,1,0,0
T000186,2010,2010-07-14,2010-2011,summer,Michael Lee,RW,22,Al-Ittihad,Saudi_Pro_League,SAU,Athletic Bilbao,La_Liga,ESP,12.0,0,0,0,0
T000187,2010,2010-01-20,2009-2010,winter,Oscar Torres,AM,24,Al-Nassr,Saudi_Pro_League,SAU,Inter Miami,MLS,USA,16.0,0,0,0,0
T000188,2010,2010-07-08,2010-2011,summer,Stefan Pogba,GK,28,Bayern Munich,Bundesliga,GER,Olympique Lyonnais,Ligue_1,FRA,22.7,0,0,0,0
T000189,2010,2010-07-14,2010-2011,summer,Amadou Cisse,GK,18,Benfica,Liga_Portugal,POR,Real Betis,La_Liga,ESP,0.9,0,1,0,0
T000190,2010,2010-01-05,2009-2010,winter,Yuki Larsson,AM,31,Atletico Madrid,La_Liga,ESP,Inter Miami,MLS,USA,0.0,0,0,0,0
T000191,2010,2010-07-20,2010-2011,summer,Daniel Toure,AM,23,Galatasaray,Super_Lig,TUR,PSV Eindhoven,Eredivisie,NED,0.9,0,1,0,0
T000192,2010,2010-01-22,2009-2010,winter,George Müller,RW,18,Borussia Dortmund,Bundesliga,GER,Al-Ittihad,Saudi_Pro_League,SAU,97.0,0,0,0,0
T000193,2010,2010-08-04,2010-2011,summer,Charlie Gonzalez,CM,23,Ajax,Eredivisie,NED,Al-Ittihad,Saudi_Pro_League,SAU,7.2,0,1,0,0
T000194,2010,2010-08-10,2010-2011,summer,Ebrima Larsson,CM,24,Atalanta,Serie_A,ITA,Inter Miami,MLS,USA,6.7,0,0,0,0
T000195,2010,2010-08-14,2010-2011,summer,William Yoshida,CM,23,Lille,Ligue_1,FRA,Galatasaray,Super_Lig,TUR,0.0,1,0,0,0
T000196,2010,2010-01-13,2009-2010,winter,Karl Wagner,CM,23,Juventus,Serie_A,ITA,AC Milan,Serie_A,ITA,0.7,0,1,1,1
T000197,2010,2010-08-07,2010-2011,summer,Pablo Sarr,AM,23,Lille,Ligue_1,FRA,Tottenham,Premier_League,ENG,181.4,0,0,0,0
T000198,2010,2010-08-03,2010-2011,summer,Christian Rodriguez,DM,17,Galatasaray,Super_Lig,TUR,Real Sociedad,La_Liga,ESP,70.2,0,0,0,0
T000199,2010,2010-07-13,2010-2011,summer,Niklas Lopez,FW,25,Real Madrid,La_Liga,ESP,Valencia,La_Liga,ESP,2.3,0,0,1,1
T000200,2010,2010-01-23,2009-2010,winter,Ivan Santos,GK,24,AS Monaco,Ligue_1,FRA,Tottenham,Premier_League,ENG,39.6,0,0,0,0
T000201,2010,2010-08-01,2010-2011,summer,George Eriksson,AM,25,Lazio,Serie_A,ITA,Olympique Marseille,Ligue_1,FRA,13.0,0,0,0,0
T000202,2010,2010-07-13,2010-2011,summer,Andreas Rivera,LB,25,Lazio,Serie_A,ITA,Real Betis,La_Liga,ESP,0.1,0,1,0,0
T000203,2010,2010-07-20,2010-2011,summer,Pablo Santos,LB,27,West Ham,Premier_League,ENG,Chelsea,Premier_League,ENG,0.3,0,1,1,1
T000204,2010,2010-07-04,2010-2011,summer,Oliver Schmidt,LW,26,Juventus,Serie_A,ITA,Porto,Liga_Portugal,POR,0.1,0,1,0,0
T000205,2010,2010-08-21,2010-2011,summer,Michael Toure,LW,16,Al-Hilal,Saudi_Pro_League,SAU,Feyenoord,Eredivisie,NED,1.0,0,1,0,0
T000206,2010,2010-08-04,2010-2011,summer,Cherif Sato,RW,31,Al-Nassr,Saudi_Pro_League,SAU,Chelsea,Premier_League,ENG,0.0,1,1,0,0
T000207,2010,2010-08-15,2010-2011,summer,Hans Andersson,CB,25,Fiorentina,Serie_A,ITA,Lazio,Serie_A,ITA,0.5,0,1,1,1
T000208,2010,2010-07-09,2010-2011,summer,Ian Williams,AM,24,Paris Saint-Germain,Ligue_1,FRA,Sporting CP,Liga_Portugal,POR,5.4,0,0,0,0
T000209,2010,2010-07-02,2010-2011,summer,Pablo Müller,CB,29,Roma,Serie_A,ITA,Borussia Monchengladbach,Bundesliga,GER,26.0,0,0,0,0
T000210,2010,2010-08-17,2010-2011,summer,Kevin Klein,LW,23,Atalanta,Serie_A,ITA,Atletico Madrid,La_Liga,ESP,0.4,0,1,0,0
T000211,2010,2010-08-02,2010-2011,summer,Nicolas Gonzalez,RB,20,Lazio,Serie_A,ITA,Sporting CP,Liga_Portugal,POR,0.0,1,0,0,0
T000212,2010,2010-07-12,2010-2011,summer,Harry Wolf,CM,23,Inter Miami,MLS,USA,Bayern Munich,Bundesliga,GER,7.2,0,1,0,0
T000213,2010,2010-01-09,2009-2010,winter,Ingo Gonzalez,CB,28,Olympique Marseille,Ligue_1,FRA,Athletic Bilbao,La_Liga,ESP,6.0,0,0,0,0
T000214,2010,2010-02-19,2009-2010,winter,Oliver Oliveira,FW,24,Aston Villa,Premier_League,ENG,Valencia,La_Liga,ESP,1.3,0,0,0,0
T000215,2010,2010-07-14,2010-2011,summer,Amadou Park,LW,26,FC Barcelona,La_Liga,ESP,Olympique Lyonnais,Ligue_1,FRA,1.4,0,0,0,0
T000216,2010,2010-08-19,2010-2011,summer,Ian Mbappe,CB,29,Fiorentina,Serie_A,ITA,Olympique Marseille,Ligue_1,FRA,0.0,1,0,0,0
T000217,2010,2010-08-23,2010-2011,summer,Kaoru Jung,LW,29,Al-Hilal,Saudi_Pro_League,SAU,Borussia Monchengladbach,Bundesliga,GER,19.1,0,0,0,0
T000218,2010,2010-01-03,2009-2010,winter,Nicolas Brown,LW,23,Chelsea,Premier_League,ENG,Newcastle United,Premier_League,ENG,2.1,0,1,1,1
T000219,2010,2010-01-04,2009-2010,winter,Bakary Wilson,CB,29,Feyenoord,Eredivisie,NED,RB Leipzig,Bundesliga,GER,0.0,1,0,0,0
T000220,2010,2010-01-22,2009-2010,winter,Yusuf Martinez,LW,24,Inter Milan,Serie_A,ITA,Stade Rennais,Ligue_1,FRA,20.1,0,0,0,0
T000221,2010,2010-01-13,2009-2010,winter,Luis Oliveira,FW,32,Aston Villa,Premier_League,ENG,Lille,Ligue_1,FRA,14.7,0,0,0,0
T000222,2010,2010-02-22,2009-2010,winter,Peter Jones,AM,25,Wolfsburg,Bundesliga,GER,Inter Miami,MLS,USA,10.0,0,0,0,0
T000223,2010,2010-01-14,2009-2010,winter,Oliver Smith,CM,21,AC Milan,Serie_A,ITA,Borussia Monchengladbach,Bundesliga,GER,0.0,1,0,0,0
T000224,2010,2010-08-24,2010-2011,summer,Samuel Eriksson,RW,26,Porto,Liga_Portugal,POR,FC Barcelona,La_Liga,ESP,0.0,1,1,0,0
T000225,2010,2010-07-14,2010-2011,summer,Oscar Fischer,LB,19,RB Leipzig,Bundesliga,GER,Valencia,La_Liga,ESP,3.7,0,0,0,0
T000226,2010,2010-07-24,2010-2011,summer,Jorge Yoshida,CM,24,Real Betis,La_Liga,ESP,Inter Miami,MLS,USA,0.0,1,1,0,0
T000227,2010,2010-08-03,2010-2011,summer,Hiroshi Diallo,LW,19,Chelsea,Premier_League,ENG,Tottenham,Premier_League,ENG,0.0,1,0,1,1
T000228,2010,2010-02-20,2009-2010,winter,Fabio Garcia,CM,37,Tottenham,Premier_League,ENG,Atletico Madrid,La_Liga,ESP,0.1,0,1,0,0
T000229,2010,2010-01-15,2009-2010,winter,Gabriel Wilson,LW,28,Borussia Dortmund,Bundesliga,GER,Eintracht Frankfurt,Bundesliga,GER,0.8,0,1,1,1
T000230,2010,2010-07-13,2010-2011,summer,Eduardo Bauer,CB,29,Lille,Ligue_1,FRA,Eintracht Frankfurt,Bundesliga,GER,0.1,0,1,0,0
T000231,2010,2010-07-04,2010-2011,summer,Ji-sung Diallo,GK,30,Sevilla,La_Liga,ESP,Real Madrid,La_Liga,ESP,42.3,0,0,1,1
T000232,2010,2010-07-03,2010-2011,summer,Daniel Weber,CM,24,Inter Milan,Serie_A,ITA,Bayern Munich,Bundesliga,GER,1.3,0,1,0,0
T000233,2010,2010-07-07,2010-2011,summer,Quinn Kimura,CB,28,Valencia,La_Liga,ESP,Real Betis,La_Liga,ESP,2.8,0,0,1,1
T000234,2010,2010-01-20,2009-2010,winter,Charlie Diop,CM,19,West Ham,Premier_League,ENG,Wolfsburg,Bundesliga,GER,0.1,0,1,0,0
T000235,2010,2010-07-10,2010-2011,summer,Junya Rivera,DM,24,Athletic Bilbao,La_Liga,ESP,Stade Rennais,Ligue_1,FRA,0.1,0,0,0,0
T000236,2010,2010-08-08,2010-2011,summer,Oscar Traore,LB,29,Napoli,Serie_A,ITA,Wolfsburg,Bundesliga,GER,0.0,1,0,0,0
T000237,2010,2010-07-19,2010-2011,summer,Ryan Silva,DM,19,Fenerbahce,Super_Lig,TUR,Feyenoord,Eredivisie,NED,0.6,0,0,0,0
T000238,2010,2010-07-27,2010-2011,summer,Michael Wagner,DM,30,Porto,Liga_Portugal,POR,Eintracht Frankfurt,Bundesliga,GER,13.9,0,0,0,0
T000239,2010,2010-08-20,2010-2011,summer,Famara Santos,CM,24,AC Milan,Serie_A,ITA,RB Leipzig,Bundesliga,GER,9.6,0,0,0,0
T000240,2010,2010-07-27,2010-2011,summer,Bakary Oliveira,AM,24,Liverpool,Premier_League,ENG,PSV Eindhoven,Eredivisie,NED,7.0,0,0,0,0
T000241,2010,2010-07-06,2010-2011,summer,Hee-chan Brown,CM,22,Wolfsburg,Bundesliga,GER,Al-Hilal,Saudi_Pro_League,SAU,22.3,0,0,0,0
T000242,2010,2010-07-08,2010-2011,summer,Edward Cisse,CM,25,Arsenal,Premier_League,ENG,Real Sociedad,La_Liga,ESP,0.4,0,1,0,0
T000243,2010,2010-07-13,2010-2011,summer,Ian Hoffmann,CM,19,West Ham,Premier_League,ENG,Olympique Marseille,Ligue_1,FRA,11.9,0,0,0,0
T000244,2010,2010-08-27,2010-2011,summer,Andreas Jones,RW,19,Roma,Serie_A,ITA,Inter Milan,Serie_A,ITA,0.2,0,0,1,1
T000245,2010,2010-07-23,2010-2011,summer,Leon Pereira,CM,22,FC Barcelona,La_Liga,ESP,Eintracht Frankfurt,Bundesliga,GER,1.4,0,0,0,0
T000246,2010,2010-07-05,2010-2011,summer,Erik Jung,CM,21,Eintracht Frankfurt,Bundesliga,GER,Manchester United,Premier_League,ENG,1.3,0,1,0,0
T000247,2010,2010-08-25,2010-2011,summer,Tomas Eriksson,CB,23,PSV Eindhoven,Eredivisie,NED,Everton,Premier_League,ENG,2.6,0,0,0,0
T000248,2010,2010-07-05,2010-2011,summer,Ben Toure,LW,26,Lille,Ligue_1,FRA,Atletico Madrid,La_Liga,ESP,0.0,1,1,0,0
T000249,2010,2010-08-17,2010-2011,summer,Diego Larsson,GK,23,Sporting CP,Liga_Portugal,POR,Borussia Monchengladbach,Bundesliga,GER,0.3,0,1,0,0
T000250,2010,2010-07-27,2010-2011,summer,Oliver Tanaka,RB,24,Olympique Marseille,Ligue_1,FRA,Real Madrid,La_Liga,ESP,4.5,0,1,0,0
T000251,2010,2010-01-25,2009-2010,winter,Kevin Bauer,RW,30,PSV Eindhoven,Eredivisie,NED,Real Madrid,La_Liga,ESP,24.4,0,0,0,0
T000252,2010,2010-07-26,2010-2011,summer,Ritsu Diop,FW,22,Al-Nassr,Saudi_Pro_League,SAU,Al-Ittihad,Saudi_Pro_League,SAU,35.6,0,0,1,1
T000253,2010,2010-08-19,2010-2011,summer,Harry Pereira,LB,32,Juventus,Serie_A,ITA,PSV Eindhoven,Eredivisie,NED,0.2,0,1,0,0
T000254,2010,2010-08-24,2010-2011,summer,Manuel Toure,CM,25,Feyenoord,Eredivisie,NED,West Ham,Premier_League,ENG,0.1,0,1,0,0
T000255,2010,2010-01-03,2009-2010,winter,Noah Schneider,CB,17,Juventus,Serie_A,ITA,Paris Saint-Germain,Ligue_1,FRA,1.0,0,0,0,0
T000256,2010,2010-08-24,2010-2011,summer,Hugo Mbappe,DM,25,Stade Rennais,Ligue_1,FRA,Lazio,Serie_A,ITA,6.7,0,0,0,0
T000257,2010,2010-08-24,2010-2011,summer,Tobias Davies,RW,25,Borussia Dortmund,Bundesliga,GER,Sevilla,La_Liga,ESP,0.5,0,0,0,0
T000258,2010,2010-01-03,2009-2010,winter,Francis Brown,AM,27,Bayer Leverkusen,Bundesliga,GER,Valencia,La_Liga,ESP,4.1,0,0,0,0
T000259,2010,2010-07-26,2010-2011,summer,Adam Wolf,DM,25,Benfica,Liga_Portugal,POR,RB Leipzig,Bundesliga,GER,9.7,0,0,0,0
T000260,2010,2010-08-04,2010-2011,summer,Kaoru Wagner,CB,21,Aston Villa,Premier_League,ENG,Paris Saint-Germain,Ligue_1,FRA,0.0,1,0,0,0
T000261,2010,2010-01-08,2009-2010,winter,Wataru Kimura,LB,28,AS Monaco,Ligue_1,FRA,Wolfsburg,Bundesliga,GER,2.4,0,0,0,0
T000262,2010,2010-01-15,2009-2010,winter,Mats Diallo,CB,25,Sevilla,La_Liga,ESP,Real Sociedad,La_Liga,ESP,14.8,0,0,1,1
T000263,2010,2010-08-17,2010-2011,summer,Manuel Wilson,CB,28,Valencia,La_Liga,ESP,Aston Villa,Premier_League,ENG,1.5,0,1,0,0
T000264,2010,2010-07-03,2010-2011,summer,Ian Yoshida,CB,22,Chelsea,Premier_League,ENG,Benfica,Liga_Portugal,POR,5.6,0,0,0,0
T000265,2010,2010-01-18,2009-2010,winter,Sergio Jones,GK,32,AC Milan,Serie_A,ITA,Aston Villa,Premier_League,ENG,3.2,0,1,0,0
T000266,2010,2010-08-04,2010-2011,summer,Ivan Jones,RW,20,AC Milan,Serie_A,ITA,Eintracht Frankfurt,Bundesliga,GER,1.7,0,1,0,0
T000267,2010,2010-08-01,2010-2011,summer,Harry Park,RB,20,Real Betis,La_Liga,ESP,Fiorentina,Serie_A,ITA,0.9,0,1,0,0
T000268,2010,2010-08-24,2010-2011,summer,Michael Choi,RB,37,LAFC,MLS,USA,Aston Villa,Premier_League,ENG,0.4,0,1,0,0
T000269,2010,2010-07-23,2010-2011,summer,Hiroshi Nilsson,CB,27,Athletic Bilbao,La_Liga,ESP,Galatasaray,Super_Lig,TUR,16.1,0,0,0,0
T000270,2010,2010-07-08,2010-2011,summer,Jorge Fischer,DM,22,Atletico Madrid,La_Liga,ESP,Olympique Lyonnais,Ligue_1,FRA,22.0,0,0,0,0
T000271,2010,2010-08-20,2010-2011,summer,Zane Rodriguez,AM,22,Olympique Marseille,Ligue_1,FRA,Al-Ittihad,Saudi_Pro_League,SAU,2.6,0,0,0,0
T000272,2010,2010-07-02,2010-2011,summer,Hiroshi Sarr,LW,33,AS Monaco,Ligue_1,FRA,Sevilla,La_Liga,ESP,0.1,0,1,0,0
T000273,2010,2010-07-22,2010-2011,summer,Hee-chan Park,CB,27,Atalanta,Serie_A,ITA,Benfica,Liga_Portugal,POR,0.0,1,1,0,0
T000274,2010,2010-08-13,2010-2011,summer,Alex Pogba,CB,23,AS Monaco,Ligue_1,FRA,Benfica,Liga_Portugal,POR,2.6,0,0,0,0
T000275,2010,2010-07-05,2010-2011,summer,Hee-chan Eriksson,GK,30,Manchester United,Premier_League,ENG,Valencia,La_Liga,ESP,6.5,0,0,0,0
T000276,2010,2010-01-06,2009-2010,winter,Gabriel Weber,RW,30,Sevilla,La_Liga,ESP,Borussia Monchengladbach,Bundesliga,GER,0.7,0,0,0,0
T000277,2010,2010-01-22,2009-2010,winter,Min-jae Tanaka,CB,24,Liverpool,Premier_League,ENG,Fenerbahce,Super_Lig,TUR,2.9,0,0,0,0
T000278,2010,2010-07-10,2010-2011,summer,Amadou Sanchez,FW,24,Real Madrid,La_Liga,ESP,Aston Villa,Premier_League,ENG,2.8,0,0,0,0
T000279,2010,2010-07-01,2010-2011,summer,Andreas Schmidt,CB,25,Liverpool,Premier_League,ENG,Fenerbahce,Super_Lig,TUR,27.3,0,0,0,0
T000280,2010,2010-08-26,2010-2011,summer,George Gonzalez,CM,33,Eintracht Frankfurt,Bundesliga,GER,Al-Ittihad,Saudi_Pro_League,SAU,0.0,1,0,0,0
T000281,2010,2010-08-07,2010-2011,summer,Daichi Diallo,GK,23,Stade Rennais,Ligue_1,FRA,Valencia,La_Liga,ESP,0.6,0,0,0,0
T000282,2010,2010-07-12,2010-2011,summer,Hugo Kimura,CB,22,Liverpool,Premier_League,ENG,Lille,Ligue_1,FRA,1.4,0,1,0,0
T000283,2010,2010-07-10,2010-2011,summer,Nicolas Williams,FW,19,Feyenoord,Eredivisie,NED,AS Monaco,Ligue_1,FRA,4.9,0,0,0,0
T000284,2010,2010-08-08,2010-2011,summer,Amadou Park,CM,28,LAFC,MLS,USA,Olympique Lyonnais,Ligue_1,FRA,1.6,0,0,0,0
T000285,2010,2010-08-26,2010-2011,summer,Adam Silva,CM,18,Atalanta,Serie_A,ITA,Bayern Munich,Bundesliga,GER,200.0,0,0,0,0
T000286,2010,2010-07-21,2010-2011,summer,Diego Pogba,DM,16,Atletico Madrid,La_Liga,ESP,Everton,Premier_League,ENG,4.8,0,1,0,0
T000287,2010,2010-07-07,2010-2011,summer,Adam Ito,CB,23,AS Monaco,Ligue_1,FRA,Bayer Leverkusen,Bundesliga,GER,1.3,0,0,0,0
T000288,2010,2010-07-15,2010-2011,summer,Idrissa Sarr,LW,29,Napoli,Serie_A,ITA,Manchester City,Premier_League,ENG,15.8,0,1,0,0
T000289,2010,2010-07-04,2010-2011,summer,Alex Gonzalez,CB,31,Tottenham,Premier_League,ENG,Real Sociedad,La_Liga,ESP,33.2,0,0,0,0
T000290,2010,2010-07-06,2010-2011,summer,Karl Schmidt,DM,24,Everton,Premier_League,ENG,Feyenoord,Eredivisie,NED,13.1,0,0,0,0
T000291,2010,2010-08-19,2010-2011,summer,Quinn Diallo,RW,28,Inter Miami,MLS,USA,Al-Ittihad,Saudi_Pro_League,SAU,74.0,0,0,0,0
T000292,2010,2010-01-17,2009-2010,winter,Jakob Sato,GK,25,FC Barcelona,La_Liga,ESP,Sporting CP,Liga_Portugal,POR,0.0,1,0,0,0
T000293,2010,2010-08-01,2010-2011,summer,Karl Fischer,LB,24,Real Madrid,La_Liga,ESP,Stade Rennais,Ligue_1,FRA,0.0,1,1,0,0
T000294,2010,2010-01-07,2009-2010,winter,Junya Bauer,FW,21,Lazio,Serie_A,ITA,Al-Ittihad,Saudi_Pro_League,SAU,55.3,0,0,0,0
T000295,2010,2010-08-07,2010-2011,summer,Karl Jung,LW,28,Eintracht Frankfurt,Bundesliga,GER,Bayer Leverkusen,Bundesliga,GER,0.0,1,0,1,1
T000296,2010,2010-07-10,2010-2011,summer,Quinn Taylor,CM,28,Chelsea,Premier_League,ENG,Everton,Premier_League,ENG,42.7,0,0,1,1
T000297,2010,2010-07-24,2010-2011,summer,Daichi Lopez,LW,17,Eintracht Frankfurt,Bundesliga,GER,Al-Ittihad,Saudi_Pro_League,SAU,11.4,0,0,0,0
T000298,2010,2010-01-24,2009-2010,winter,Charlie Williams,GK,29,Athletic Bilbao,La_Liga,ESP,Bayern Munich,Bundesliga,GER,41.1,0,0,0,0
T000299,2010,2010-08-20,2010-2011,summer,Charlie Brown,CB,23,Ajax,Eredivisie,NED,Borussia Dortmund,Bundesliga,GER,0.8,0,1,0,0
T000300,2010,2010-07-05,2010-2011,summer,Adam Gonzalez,CM,23,Borussia Monchengladbach,Bundesliga,GER,Al-Hilal,Saudi_Pro_League,SAU,135.9,0,0,0,0
T000301,2010,2010-08-23,2010-2011,summer,Hiroshi Klein,LW,16,West Ham,Premier_League,ENG,Fiorentina,Serie_A,ITA,3.0,0,0,0,0
T000302,2010,2010-07-07,2010-2011,summer,Gabriel Martinez,RB,27,Bayern Munich,Bundesliga,GER,Wolfsburg,Bundesliga,GER,5.5,0,0,1,1
T000303,2010,2010-02-24,2009-2010,winter,Amadou Tanaka,CB,27,Valencia,La_Liga,ESP,Aston Villa,Premier_League,ENG,0.6,0,0,0,0
T000304,2010,2010-07-26,2010-2011,summer,Gunther Johansson,GK,20,Aston Villa,Premier_League,ENG,Manchester City,Premier_League,ENG,5.6,0,0,1,1
T000305,2010,2010-01-19,2009-2010,winter,Ivan Garcia,CB,25,Arsenal,Premier_League,ENG,Bayern Munich,Bundesliga,GER,5.5,0,0,0,0
T000306,2010,2010-07-08,2010-2011,summer,Hans Lee,CB,26,Atalanta,Serie_A,ITA,Inter Miami,MLS,USA,0.0,1,0,0,0
T000307,2010,2010-07-13,2010-2011,summer,Thomas Wagner,RB,28,Inter Miami,MLS,USA,Al-Nassr,Saudi_Pro_League,SAU,18.8,0,0,0,0
T000308,2010,2010-07-14,2010-2011,summer,Harry Klein,CM,27,Arsenal,Premier_League,ENG,Lazio,Serie_A,ITA,17.8,0,0,0,0
T000309,2010,2010-08-18,2010-2011,summer,Oliver Eriksson,DM,24,Lille,Ligue_1,FRA,Valencia,La_Liga,ESP,0.5,0,1,0,0
T000310,2010,2010-08-14,2010-2011,summer,Gabriel Mendy,CM,22,Lille,Ligue_1,FRA,Benfica,Liga_Portugal,POR,1.4,0,0,0,0
T000311,2010,2010-01-18,2009-2010,winter,Sergio Weber,RB,19,Porto,Liga_Portugal,POR,Al-Hilal,Saudi_Pro_League,SAU,16.0,0,0,0,0
T000312,2010,2010-07-03,2010-2011,summer,Hiroshi Ito,LB,24,Valencia,La_Liga,ESP,Porto,Liga_Portugal,POR,6.3,0,0,0,0
T000313,2010,2010-01-04,2009-2010,winter,Francis Martinez,CM,28,Tottenham,Premier_League,ENG,Lille,Ligue_1,FRA,0.3,0,1,0,0
T000314,2010,2010-08-21,2010-2011,summer,Zane Silva,CM,29,Athletic Bilbao,La_Liga,ESP,Juventus,Serie_A,ITA,8.3,0,0,0,0
T000315,2010,2010-02-05,2009-2010,winter,Oscar Choi,CM,28,Juventus,Serie_A,ITA,Lazio,Serie_A,ITA,4.4,0,0,1,1
T000316,2010,2010-07-11,2010-2011,summer,Erik Johansson,RB,24,Lille,Ligue_1,FRA,AS Monaco,Ligue_1,FRA,1.2,0,0,1,1
T000317,2010,2010-07-04,2010-2011,summer,Hee-chan Meyer,CB,18,Al-Nassr,Saudi_Pro_League,SAU,Bayern Munich,Bundesliga,GER,6.1,0,0,0,0
T000318,2010,2010-07-08,2010-2011,summer,Niklas Pereira,CM,27,Atalanta,Serie_A,ITA,FC Barcelona,La_Liga,ESP,200.0,0,0,0,0
T000319,2010,2010-07-16,2010-2011,summer,Eduardo Bauer,RB,19,Inter Milan,Serie_A,ITA,AS Monaco,Ligue_1,FRA,3.4,0,0,0,0
T000320,2010,2010-07-03,2010-2011,summer,Hwang Garcia,CM,29,Bayer Leverkusen,Bundesliga,GER,Inter Milan,Serie_A,ITA,2.8,0,0,0,0
T000321,2010,2010-07-17,2010-2011,summer,Min-jae Sato,CM,24,Sporting CP,Liga_Portugal,POR,Lille,Ligue_1,FRA,1.3,0,0,0,0
T000322,2010,2010-01-12,2009-2010,winter,Idrissa Choi,CM,24,Al-Hilal,Saudi_Pro_League,SAU,Chelsea,Premier_League,ENG,0.7,0,1,0,0
T000323,2010,2010-02-23,2009-2010,winter,Harry Diop,LW,32,Bayern Munich,Bundesliga,GER,Porto,Liga_Portugal,POR,5.0,0,0,0,0
T000324,2010,2010-07-19,2010-2011,summer,Tobias Sarr,CM,27,Olympique Marseille,Ligue_1,FRA,Borussia Dortmund,Bundesliga,GER,1.0,0,0,0,0
T000325,2010,2010-01-10,2009-2010,winter,Amadou Wilson,CB,27,Lazio,Serie_A,ITA,Atalanta,Serie_A,ITA,3.2,0,0,1,1
T000326,2010,2010-08-01,2010-2011,summer,Ji-sung Eriksson,CM,23,Tottenham,Premier_League,ENG,Athletic Bilbao,La_Liga,ESP,1.8,0,0,0,0
T000327,2010,2010-07-14,2010-2011,summer,Kevin Jung,CM,27,Inter Miami,MLS,USA,Galatasaray,Super_Lig,TUR,47.3,0,0,0,0
T000328,2010,2010-08-12,2010-2011,summer,Heung-min Johansson,CB,31,Feyenoord,Eredivisie,NED,Lille,Ligue_1,FRA,18.3,0,0,0,0
T000329,2010,2010-08-25,2010-2011,summer,David Müller,CB,19,Lille,Ligue_1,FRA,Manchester United,Premier_League,ENG,22.6,0,0,0,0
